ImageName,Car,Bus,Other,Bridge,Bicycle,Palm,Stair,Motorcycle,Chimney,Crosswalk,Hydrant,Traffic Light
08094.png,0.0004,0.0003,0.0005,0.0003,0.9965,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003
08095.png,0.005,0.0016,0.9396,0.0034,0.0026,0.0331,0.0016,0.0017,0.0034,0.0032,0.0023,0.0027
08096.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
08097.png,0.993,0.0007,0.0005,0.0012,0.001,0.0009,0.0005,0.0006,0.0004,0.0005,0.0004,0.0004
08098.png,0.0066,0.0016,0.0381,0.9418,0.0014,0.0012,0.0015,0.001,0.0027,0.0013,0.0008,0.002
08099.png,0.9822,0.0011,0.0019,0.0014,0.0053,0.0007,0.001,0.0019,0.0008,0.001,0.0015,0.0011
08100.png,0.0029,0.0007,0.0003,0.0007,0.0005,0.9907,0.0008,0.0008,0.0007,0.0007,0.0005,0.0005
08101.png,0.975,0.0015,0.004,0.0031,0.0029,0.0019,0.0023,0.0018,0.0035,0.0018,0.0014,0.001
08102.png,0.8852,0.0024,0.0668,0.0109,0.0045,0.0084,0.004,0.0038,0.0041,0.0027,0.0026,0.0045
08103.png,0.0227,0.0034,0.0616,0.003,0.0016,0.8855,0.0033,0.0019,0.0095,0.0011,0.0027,0.0036
08104.png,0.0969,0.883,0.004,0.0021,0.0047,0.0011,0.0019,0.0016,0.0014,0.0014,0.001,0.001
08105.png,0.0003,0.0004,0.0005,0.0003,0.9961,0.0003,0.0004,0.0003,0.0004,0.0003,0.0003,0.0003
08106.png,0.3917,0.0137,0.4984,0.01,0.0274,0.0073,0.0104,0.0054,0.0105,0.0099,0.0048,0.0106
08107.png,0.0004,0.0003,0.0003,0.0003,0.9971,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
08108.png,0.993,0.0007,0.0005,0.001,0.0008,0.0006,0.0005,0.0008,0.0004,0.0005,0.0003,0.0009
08109.png,0.0056,0.0009,0.9746,0.002,0.0019,0.0076,0.0008,0.0007,0.0018,0.0011,0.0009,0.0021
08110.png,0.0002,0.9979,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
08111.png,0.0003,0.0003,0.0004,0.0003,0.9969,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003
08112.png,0.0409,0.0049,0.895,0.0045,0.0058,0.0141,0.0037,0.0052,0.0062,0.006,0.0076,0.0061
08113.png,0.0005,0.0003,0.0002,0.0004,0.0003,0.0004,0.0004,0.0004,0.0003,0.0004,0.0002,0.9964
08114.png,0.0003,0.9976,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0004
08115.png,0.0013,0.0008,0.0032,0.0015,0.0008,0.9855,0.0009,0.0011,0.0011,0.0013,0.0013,0.0013
08116.png,0.921,0.0026,0.0031,0.0037,0.0466,0.0016,0.0019,0.0076,0.0016,0.0071,0.0007,0.0026
08117.png,0.2838,0.0037,0.0059,0.0041,0.004,0.0077,0.0036,0.0057,0.0028,0.3576,0.0023,0.3188
08118.png,0.0004,0.9975,0.0002,0.0002,0.0003,0.0001,0.0002,0.0002,0.0002,0.0002,0.0001,0.0003
08119.png,0.0425,0.0088,0.0195,0.0139,0.0024,0.0018,0.0025,0.002,0.0019,0.9,0.0015,0.0032
08120.png,0.0056,0.0007,0.0031,0.0014,0.0006,0.0014,0.0007,0.0005,0.001,0.0003,0.0004,0.9844
08121.png,0.0003,0.9979,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001
08122.png,0.0005,0.9976,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
08123.png,0.0007,0.0002,0.0008,0.9946,0.0004,0.0004,0.0006,0.0005,0.0007,0.0004,0.0004,0.0003
08124.png,0.001,0.0006,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003,0.0002,0.9962,0.0002,0.0002
08125.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
08126.png,0.0004,0.0002,0.0004,0.0004,0.0003,0.9961,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005
08127.png,0.916,0.0065,0.017,0.0117,0.0086,0.0122,0.0053,0.0057,0.0032,0.0074,0.0033,0.0031
08128.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
08129.png,0.993,0.0006,0.0006,0.001,0.0005,0.0011,0.0005,0.0006,0.0003,0.0006,0.0003,0.0008
08130.png,0.0007,0.0003,0.0005,0.0003,0.0003,0.9954,0.0004,0.0004,0.0005,0.0004,0.0003,0.0006
08131.png,0.0003,0.0007,0.0003,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9968,0.0002,0.0004
08132.png,0.9967,0.0005,0.0006,0.0003,0.0003,0.0004,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002
08133.png,0.0006,0.0002,0.0005,0.0005,0.0003,0.0005,0.0005,0.0004,0.0005,0.0002,0.0002,0.9956
08134.png,0.0072,0.0038,0.0029,0.0021,0.9213,0.0013,0.0022,0.0535,0.0019,0.0015,0.001,0.0012
08135.png,0.9852,0.0006,0.0036,0.0021,0.0004,0.0008,0.0005,0.0003,0.0005,0.0017,0.0002,0.0041
08136.png,0.9844,0.0008,0.0028,0.0015,0.0019,0.0014,0.0018,0.0012,0.0018,0.0011,0.0005,0.0009
08137.png,0.0019,0.001,0.0009,0.0015,0.0022,0.0016,0.0027,0.9814,0.0026,0.0013,0.0012,0.0014
08138.png,0.0001,0.0004,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0001,0.0002
08139.png,0.0036,0.0005,0.0004,0.0006,0.0004,0.0005,0.0005,0.0006,0.0005,0.0005,0.0004,0.9915
08140.png,0.9811,0.001,0.0017,0.0015,0.003,0.0029,0.0016,0.0025,0.001,0.0015,0.0007,0.0015
08141.png,0.9726,0.0009,0.0007,0.0021,0.0008,0.0009,0.0007,0.0007,0.0005,0.0175,0.0004,0.002
08142.png,0.0012,0.9964,0.0003,0.0003,0.0005,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
08143.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
08144.png,0.9935,0.0005,0.0008,0.001,0.0005,0.0006,0.0005,0.0005,0.0004,0.0008,0.0003,0.0008
08145.png,0.7186,0.0057,0.1432,0.0146,0.0063,0.0228,0.0072,0.0042,0.0058,0.0092,0.0032,0.0593
08146.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
08147.png,0.0007,0.0003,0.0011,0.0003,0.0003,0.0008,0.0004,0.0004,0.0005,0.0002,0.0003,0.9949
08148.png,0.8912,0.0009,0.001,0.0008,0.0009,0.0012,0.0008,0.0012,0.0008,0.0013,0.0005,0.0994
08149.png,0.0008,0.0003,0.0008,0.0003,0.0003,0.995,0.0003,0.0004,0.0005,0.0004,0.0003,0.0005
08150.png,0.0003,0.0003,0.0004,0.0003,0.9969,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
08151.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
08152.png,0.9907,0.0004,0.0009,0.0013,0.0009,0.0013,0.0006,0.0009,0.0005,0.0007,0.0005,0.0013
08153.png,0.0058,0.0011,0.9593,0.0216,0.0019,0.0035,0.0013,0.0009,0.0016,0.0011,0.0006,0.0014
08154.png,0.0003,0.0004,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9975,0.0001,0.0002
08155.png,0.0006,0.9967,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002,0.0003,0.0004,0.0001,0.0004
08156.png,0.996,0.0004,0.0002,0.0011,0.0004,0.0004,0.0002,0.0004,0.0002,0.0003,0.0002,0.0003
08157.png,0.0005,0.0003,0.0004,0.996,0.0003,0.0004,0.0004,0.0003,0.0004,0.0004,0.0003,0.0003
08158.png,0.0001,0.0005,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0002,0.0002
08159.png,0.0002,0.9977,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
08160.png,0.0476,0.0123,0.8344,0.0152,0.0227,0.0071,0.0122,0.0087,0.0152,0.013,0.0061,0.0055
08161.png,0.9907,0.0009,0.0016,0.0017,0.0005,0.0008,0.0006,0.0005,0.0003,0.0005,0.0002,0.0017
08162.png,0.0006,0.0002,0.0004,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0002,0.9964
08163.png,0.0184,0.0064,0.163,0.0103,0.7441,0.0079,0.0062,0.0151,0.0075,0.0088,0.0064,0.0057
08164.png,0.0003,0.0003,0.0003,0.0003,0.9968,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003
08165.png,0.0009,0.0006,0.0036,0.0008,0.9897,0.0005,0.0007,0.0008,0.0007,0.0005,0.0003,0.0008
08166.png,0.0002,0.0003,0.0003,0.0003,0.0003,0.9964,0.0003,0.0003,0.0004,0.0003,0.0003,0.0004
08167.png,0.9847,0.0034,0.0013,0.0015,0.0015,0.0027,0.0009,0.0014,0.0006,0.0007,0.0006,0.0006
08168.png,0.8585,0.0052,0.0018,0.0024,0.0019,0.1212,0.0019,0.0023,0.0011,0.0015,0.001,0.0013
08169.png,0.0318,0.0011,0.0008,0.9526,0.0017,0.0018,0.002,0.0022,0.0018,0.0019,0.001,0.0013
08170.png,0.2567,0.0251,0.302,0.045,0.0336,0.1433,0.0239,0.0221,0.0145,0.0537,0.0563,0.0239
08171.png,0.0597,0.0301,0.4124,0.0416,0.0302,0.0883,0.0362,0.0271,0.0948,0.0368,0.1197,0.023
08172.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
08173.png,0.0007,0.0005,0.0005,0.0007,0.0007,0.0006,0.9929,0.0009,0.0013,0.0005,0.0004,0.0006
08174.png,0.0004,0.0004,0.0008,0.0004,0.9953,0.0002,0.0004,0.0008,0.0004,0.0004,0.0002,0.0003
08175.png,0.0003,0.0007,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9969,0.0002,0.0002
08176.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
08177.png,0.0005,0.001,0.0009,0.0007,0.0007,0.0004,0.9922,0.0008,0.001,0.0005,0.0004,0.0008
08178.png,0.0761,0.0013,0.0017,0.9026,0.0041,0.0033,0.0023,0.0022,0.0021,0.0019,0.0012,0.001
08179.png,0.0005,0.0007,0.0009,0.0012,0.0006,0.992,0.0008,0.0008,0.0008,0.0007,0.0005,0.0005
08180.png,0.0003,0.0002,0.0004,0.0003,0.9969,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
08181.png,0.0066,0.9903,0.0003,0.0004,0.0003,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
08182.png,0.9792,0.0043,0.0017,0.0026,0.0028,0.0024,0.0015,0.0017,0.0008,0.0011,0.0012,0.0008
08183.png,0.0003,0.0004,0.0002,0.0004,0.0002,0.0003,0.0002,0.0002,0.0002,0.9972,0.0002,0.0002
08184.png,0.0002,0.9981,0.0002,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001
08185.png,0.017,0.0025,0.6405,0.3105,0.0035,0.0034,0.0044,0.0021,0.0045,0.0032,0.0036,0.0048
08186.png,0.9794,0.0009,0.0024,0.0067,0.0008,0.0006,0.001,0.0008,0.0012,0.0013,0.0006,0.0045
08187.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
08188.png,0.0005,0.0003,0.0026,0.9915,0.0006,0.0006,0.0007,0.0005,0.0012,0.0004,0.0006,0.0005
08189.png,0.0301,0.0084,0.2577,0.0246,0.0055,0.107,0.0114,0.0037,0.0113,0.0065,0.0053,0.5285
08190.png,0.3296,0.0182,0.5476,0.0162,0.0134,0.0125,0.0072,0.0092,0.0057,0.0166,0.0081,0.0157
08191.png,0.9323,0.0012,0.0459,0.0024,0.0027,0.0076,0.0014,0.0011,0.001,0.0014,0.0006,0.0024
08192.png,0.0004,0.0002,0.0004,0.0003,0.997,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
08193.png,0.9902,0.0006,0.001,0.0012,0.0013,0.0013,0.0007,0.0011,0.0005,0.0008,0.0004,0.0009
08194.png,0.9896,0.0011,0.0009,0.0018,0.0007,0.0015,0.0007,0.0009,0.0005,0.0013,0.0002,0.0008
08195.png,0.9856,0.0017,0.0013,0.0018,0.0019,0.0015,0.0011,0.0015,0.0008,0.0011,0.0007,0.0009
08196.png,0.0006,0.0004,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0002,0.9969,0.0002,0.0002
08197.png,0.0002,0.0007,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9971,0.0002,0.0003
08198.png,0.9952,0.0004,0.0007,0.0005,0.0004,0.0005,0.0003,0.0003,0.0002,0.0003,0.0002,0.0009
08199.png,0.986,0.0016,0.0008,0.0014,0.0014,0.0024,0.0009,0.0016,0.0006,0.0015,0.0007,0.0012
08200.png,0.0583,0.0041,0.6857,0.2038,0.0046,0.0074,0.0046,0.0038,0.0087,0.0038,0.0031,0.0121
08201.png,0.0068,0.0007,0.0005,0.001,0.983,0.0006,0.0008,0.0048,0.0005,0.0005,0.0004,0.0004
08202.png,0.9875,0.0013,0.0009,0.0016,0.0018,0.0018,0.0008,0.0016,0.0006,0.0008,0.0007,0.0007
08203.png,0.9889,0.0004,0.0037,0.0009,0.0011,0.0013,0.0005,0.0007,0.0007,0.0006,0.0005,0.0009
08204.png,0.9846,0.0004,0.0003,0.0005,0.001,0.0009,0.0004,0.0009,0.0003,0.0008,0.0003,0.0097
08205.png,0.0002,0.0004,0.0003,0.0003,0.0002,0.0002,0.0004,0.0003,0.0003,0.9969,0.0003,0.0002
08206.png,0.0006,0.0003,0.0009,0.994,0.0005,0.0007,0.0009,0.0005,0.0006,0.0005,0.0004,0.0003
08207.png,0.0009,0.0012,0.0069,0.0019,0.0013,0.0014,0.0013,0.0016,0.98,0.0014,0.001,0.0009
08208.png,0.001,0.0006,0.0015,0.9917,0.0006,0.0009,0.001,0.0007,0.0009,0.0004,0.0003,0.0003
08209.png,0.0003,0.9981,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002
08210.png,0.989,0.0012,0.0009,0.0015,0.0011,0.0011,0.0008,0.0011,0.0006,0.0007,0.0006,0.0012
08211.png,0.0004,0.0006,0.0007,0.0011,0.0007,0.0005,0.9917,0.0008,0.0019,0.0005,0.0006,0.0005
08212.png,0.0004,0.0007,0.0008,0.0008,0.001,0.0005,0.9898,0.0012,0.0027,0.0006,0.0007,0.0008
08213.png,0.98,0.0029,0.0025,0.0044,0.0012,0.001,0.0011,0.0007,0.0009,0.002,0.0007,0.0027
08214.png,0.0001,0.0004,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9975,0.0002,0.0003
08215.png,0.0007,0.0007,0.0004,0.0006,0.0005,0.0005,0.9926,0.001,0.0014,0.0006,0.0004,0.0005
08216.png,0.0006,0.0005,0.0007,0.0012,0.0007,0.0009,0.9904,0.0013,0.0016,0.0005,0.0007,0.0008
08217.png,0.0001,0.0004,0.0003,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9975,0.0002,0.0003
08218.png,0.0003,0.0003,0.0003,0.0002,0.0003,0.9965,0.0003,0.0004,0.0004,0.0003,0.0003,0.0004
08219.png,0.9928,0.0012,0.0007,0.0007,0.0005,0.0011,0.0004,0.0004,0.0002,0.001,0.0002,0.0007
08220.png,0.0002,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.0003,0.0002,0.0002,0.998,0.0001
08221.png,0.0159,0.0101,0.3425,0.0235,0.0207,0.0386,0.0116,0.0195,0.0435,0.0214,0.2482,0.2044
08222.png,0.0024,0.0013,0.0005,0.0005,0.0006,0.0004,0.0004,0.0004,0.0003,0.9923,0.0003,0.0005
08223.png,0.0005,0.0003,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0005,0.0002,0.9966
08224.png,0.9954,0.0005,0.0003,0.0006,0.0004,0.0005,0.0003,0.0004,0.0003,0.0003,0.0002,0.0007
08225.png,0.0005,0.0004,0.003,0.9896,0.0005,0.002,0.0007,0.0007,0.0014,0.0005,0.0003,0.0005
08226.png,0.0003,0.0002,0.0004,0.0003,0.0002,0.0005,0.0003,0.0003,0.0004,0.0002,0.0002,0.9967
08227.png,0.0005,0.0002,0.0005,0.0005,0.0003,0.0005,0.0003,0.0004,0.0006,0.0003,0.0004,0.9956
08228.png,0.0004,0.9938,0.0003,0.0002,0.0034,0.0003,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002
08229.png,0.1163,0.005,0.0834,0.0101,0.0027,0.0037,0.0029,0.0029,0.0048,0.0068,0.0012,0.7601
08230.png,0.0006,0.0002,0.0003,0.0003,0.0003,0.996,0.0003,0.0004,0.0002,0.0003,0.0003,0.0008
08231.png,0.0006,0.0003,0.0004,0.0004,0.0002,0.0005,0.0003,0.0003,0.0004,0.0004,0.0002,0.9961
08232.png,0.0116,0.003,0.9141,0.008,0.0024,0.046,0.002,0.0018,0.0043,0.0029,0.0018,0.0021
08233.png,0.0036,0.001,0.9857,0.0015,0.0011,0.002,0.0008,0.0005,0.0012,0.0012,0.0006,0.0009
08234.png,0.9946,0.0005,0.0013,0.0006,0.0006,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0006
08235.png,0.9897,0.0012,0.0009,0.0015,0.0009,0.0022,0.0005,0.0006,0.0006,0.0005,0.0005,0.001
08236.png,0.0092,0.003,0.0006,0.001,0.0007,0.0011,0.0008,0.0007,0.0003,0.9817,0.0003,0.0006
08237.png,0.0006,0.0003,0.0007,0.0005,0.0002,0.0008,0.0003,0.0003,0.0004,0.0003,0.0002,0.9953
08238.png,0.0003,0.9971,0.0004,0.0002,0.0003,0.0002,0.0003,0.0002,0.0003,0.0002,0.0002,0.0003
08239.png,0.0854,0.0294,0.4136,0.0269,0.056,0.1895,0.0247,0.0264,0.0491,0.0547,0.0288,0.0153
08240.png,0.9927,0.0007,0.0006,0.0012,0.0006,0.0007,0.0005,0.0006,0.0003,0.0006,0.0003,0.0011
08241.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
08242.png,0.0173,0.0063,0.3164,0.0111,0.0252,0.29,0.008,0.0134,0.0137,0.0044,0.0096,0.2845
08243.png,0.9881,0.0007,0.0018,0.0014,0.0018,0.0013,0.001,0.001,0.0005,0.0008,0.0004,0.001
08244.png,0.0001,0.0002,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0001,0.0001,0.9986,0.0001
08245.png,0.002,0.0002,0.0008,0.0005,0.0002,0.0018,0.0004,0.0004,0.0004,0.0004,0.0002,0.9926
08246.png,0.9875,0.0018,0.0008,0.0017,0.0016,0.0017,0.001,0.0014,0.0005,0.0006,0.0006,0.0007
08247.png,0.9836,0.0017,0.0013,0.0016,0.0022,0.0025,0.0011,0.0022,0.0008,0.0014,0.0009,0.0008
08248.png,0.0002,0.0005,0.0003,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9967,0.0002,0.0008
08249.png,0.0003,0.9981,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001
08250.png,0.0008,0.9969,0.0003,0.0002,0.0004,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
08251.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9986,0.0001
08252.png,0.2805,0.0058,0.4288,0.018,0.1765,0.0143,0.0167,0.0295,0.0175,0.0042,0.0033,0.0049
08253.png,0.0004,0.0002,0.0005,0.0004,0.0002,0.0004,0.0004,0.0003,0.0005,0.0004,0.0003,0.9961
08254.png,0.0188,0.005,0.8162,0.0349,0.0163,0.024,0.0144,0.0117,0.025,0.0081,0.0112,0.0143
08255.png,0.0013,0.0004,0.0024,0.0008,0.0003,0.9914,0.0004,0.0006,0.0005,0.0006,0.0004,0.0008
08256.png,0.0007,0.0009,0.0003,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9961,0.0002,0.0005
08257.png,0.9905,0.0011,0.0007,0.0013,0.0007,0.001,0.0006,0.0008,0.0004,0.0012,0.0003,0.0013
08258.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9988,0.0001
08259.png,0.0002,0.0006,0.0003,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9971,0.0002,0.0002
08260.png,0.5566,0.0018,0.0014,0.0061,0.0016,0.0034,0.0021,0.0022,0.0016,0.0018,0.001,0.4204
08261.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
08262.png,0.0003,0.0002,0.0003,0.0002,0.9972,0.0003,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002
08263.png,0.0027,0.0003,0.0005,0.9925,0.0005,0.0006,0.0006,0.0005,0.0005,0.0007,0.0003,0.0003
08264.png,0.0002,0.9979,0.0003,0.0002,0.0002,0.0003,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002
08265.png,0.985,0.0015,0.0018,0.0022,0.0016,0.0018,0.0011,0.0016,0.0008,0.0009,0.0007,0.001
08266.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
08267.png,0.979,0.0009,0.0038,0.0018,0.0042,0.0018,0.0015,0.002,0.0016,0.0015,0.0009,0.001
08268.png,0.0003,0.0002,0.0007,0.0004,0.0003,0.0005,0.0003,0.0004,0.0004,0.0005,0.0003,0.9957
08269.png,0.0003,0.9978,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001
08270.png,0.0037,0.0015,0.9755,0.0022,0.0024,0.0024,0.001,0.002,0.0026,0.0023,0.0014,0.0029
08271.png,0.0001,0.0003,0.0002,0.0001,0.0003,0.0001,0.0001,0.0002,0.0002,0.0003,0.998,0.0001
08272.png,0.4942,0.0151,0.2282,0.0112,0.0107,0.0126,0.0058,0.0069,0.0045,0.0117,0.0057,0.1933
08273.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
08274.png,0.1211,0.0066,0.6395,0.0138,0.0301,0.0089,0.0075,0.0168,0.0121,0.0572,0.0482,0.0382
08275.png,0.0001,0.0002,0.0,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.9985,0.0001
08276.png,0.9817,0.001,0.0054,0.0036,0.0008,0.0025,0.0012,0.0008,0.0009,0.0011,0.0003,0.0006
08277.png,0.9932,0.0007,0.0007,0.0008,0.0007,0.0005,0.0006,0.0005,0.0004,0.001,0.0002,0.0008
08278.png,0.0007,0.9972,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002
08279.png,0.9941,0.0011,0.0004,0.0007,0.0007,0.0005,0.0004,0.0007,0.0002,0.0004,0.0003,0.0005
08280.png,0.0007,0.0002,0.0007,0.0006,0.0003,0.0004,0.0004,0.0004,0.0006,0.0003,0.0003,0.9952
08281.png,0.9929,0.001,0.0005,0.0011,0.0006,0.0006,0.0006,0.0006,0.0003,0.0006,0.0004,0.0009
08282.png,0.9926,0.0006,0.0011,0.0013,0.0005,0.0006,0.0006,0.0006,0.0003,0.0005,0.0002,0.001
08283.png,0.9637,0.001,0.0039,0.0046,0.0033,0.0092,0.0014,0.0023,0.0015,0.0011,0.0008,0.0071
08284.png,0.0275,0.0131,0.1177,0.0089,0.6855,0.0274,0.0217,0.0396,0.0268,0.0068,0.0154,0.0095
08285.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.9984,0.0001
08286.png,0.0006,0.9968,0.0004,0.0002,0.0005,0.0002,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002
08287.png,0.0018,0.0007,0.0031,0.0015,0.0011,0.9826,0.0013,0.0012,0.0017,0.0011,0.0017,0.002
08288.png,0.0007,0.0008,0.0019,0.0024,0.0017,0.9823,0.001,0.0013,0.0024,0.0019,0.0024,0.0012
08289.png,0.9949,0.0004,0.0003,0.0007,0.0003,0.0007,0.0003,0.0004,0.0003,0.0005,0.0002,0.0009
08290.png,0.0004,0.998,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001
08291.png,0.9899,0.0054,0.0005,0.0006,0.0006,0.0005,0.0004,0.0004,0.0003,0.0005,0.0004,0.0004
08292.png,0.0004,0.0006,0.0001,0.0002,0.0008,0.0002,0.0003,0.0006,0.0003,0.0002,0.9962,0.0001
08293.png,0.9894,0.0014,0.001,0.0012,0.0014,0.0014,0.0008,0.001,0.0005,0.0007,0.0005,0.0008
08294.png,0.9879,0.0024,0.0011,0.0016,0.0009,0.0018,0.0008,0.0008,0.0005,0.0009,0.0005,0.0008
08295.png,0.0001,0.0004,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9974,0.0002,0.0003
08296.png,0.005,0.0006,0.002,0.0012,0.0004,0.0006,0.0007,0.0006,0.0009,0.0005,0.0003,0.9873
08297.png,0.0003,0.0003,0.0003,0.0003,0.9969,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
08298.png,0.9925,0.0008,0.0005,0.0012,0.0007,0.0009,0.0005,0.0008,0.0004,0.0006,0.0004,0.0007
08299.png,0.0004,0.0002,0.0004,0.0003,0.0002,0.9965,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
08300.png,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9973,0.0002,0.0003
08301.png,0.0004,0.0002,0.0006,0.0003,0.0002,0.9966,0.0002,0.0003,0.0004,0.0003,0.0002,0.0003
08302.png,0.0007,0.002,0.0005,0.0006,0.9825,0.0007,0.0009,0.0045,0.0006,0.0063,0.0004,0.0004
08303.png,0.0005,0.0005,0.0015,0.0009,0.0008,0.0004,0.9915,0.0008,0.0012,0.0006,0.0007,0.0006
08304.png,0.0001,0.9977,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002
08305.png,0.0214,0.0016,0.956,0.0039,0.0016,0.0024,0.0015,0.0011,0.0031,0.0023,0.0009,0.0044
08306.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.9987,0.0001
08307.png,0.9898,0.0006,0.0014,0.0011,0.0011,0.0017,0.0008,0.0013,0.0005,0.0005,0.0005,0.0008
08308.png,0.9126,0.0017,0.046,0.0065,0.0034,0.0076,0.0018,0.0022,0.0015,0.0053,0.0009,0.0106
08309.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9989,0.0001
